,0,1,2,3,4,5,6,7,8,9,score
0,83.39634239245596,124.7287001436251,93.41544714694027,44.02706741608923,14.382554428962418,27.848128192147122,35.98145500087069,18.0848208118549,7.931255916711466,0.0,0
1,97.88543659914892,36.475270126801746,106.51192353537229,9.951107750151916,55.74870805614777,85.99148213568165,78.39864146468081,163.19902606203436,128.9865192524374,0.0,1
2,44.31451779784697,25.51590575055812,5.357739133278905,12.486297448190811,43.97495178290533,61.5909368104913,44.805888503615996,25.816677693138285,34.69230688541794,0.0,1
3,1786.220520689255,57.405104950691225,18.107896318813452,119.85933429954913,29.88070288604475,35.42727097778059,6.294642218697003,12.515196990393697,11.329208858999438,0.0,0
4,1.702143088216889,3.8310569357907043,13.200331599023093,2.1170456917597504,1.8007778137902568,6.9809678300846665,1.974206511350039,9.101962853723322,25.815816553064227,0.0,1
5,7.129968673625897,9.085746513828749,5.214493822224415,8.633425786844247,10.37270352967839,17.78421468642622,4.445653178083893,5.391899512149335,12.700752311399686,0.0,0
6,6.689077800047469,14.75845534359855,2.385986983270212,2.7351137284362848,3.8146196732473165,4.745798489764743,3.6043448298831366,3.3901321313590356,9.475881737833552,0.0,1
7,4.739594954337071,3.909801732383791,2.9812552386217805,4.3189592601278255,3.212237705190543,0.7581240440105836,1.5040784773687383,2.4616952064119597,2.9813331090817226,0.0,1
8,5.467766174746414,1.5717376270569596,7.745776407382151,2.573046270046808,4.175979125023935,9.558058778106627,3.4151733617391535,2.7858334064477503,1.8867524243630782,1.060725642594489,1
9,3.7822813451710626,0.9748384057583678,8.084820896160219,0.39786847038681705,2.809186523801214,5.566516492417233,0.595471894260534,2.3264647035085484,1.6690329767312218,0.0,1
10,12.291165161041084,0.23804761428515156,3.454076247307238,12.945348409836905,1.5345670497784947,10.425891562675707,1.9964534671020515,0.5686361819594337,1.569979207126615,0.0,0
11,2.8971523493920137,3.730120863052439,1.5163775342768797,15.557175937069658,10.505911559432382,7.80643673809021,1.4209617276252064,7.6375564437492125,4.179040131095155,0.0,1
12,13.32495561516524,11.974969590568957,2.8878233688297246,4.475064287563714,6.40622921284696,1.5608921479496782,4.747051617054872,2.778511106119278,3.6090136240968476,0.0,1
