,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,score
0,0.014718118209081619,0.01537358144716855,0.021759152980236066,0.022401398735817726,0.012277977227283816,0.013325764801710256,0.007416257947846748,0.01517715159932851,0.017702159196504818,0.007258514255920424,0.012472125776486546,0.024402287944709205,0.006194504405680894,0.00865175325177504,0.008478965258001712,0.019432214234373805,0.016851743930655964,0.018375047827730955,0.015938507258366454,0.016036708346353373,0
1,0.00642152956119685,0.015154917239962087,0.0174708836134009,0.014699081191982717,0.015173519046855943,0.02036116790656175,0.033155174572763145,0.02097342503604025,0.0029763560088134594,0.03792970697628068,0.002595606054110678,0.015923890232559374,0.009163175965497775,0.011631764529474285,0.019518805028280833,0.012296144645907352,0.025069821282469505,0.018830745459064664,0.022580106197417436,0.024706628664035103,1
2,0.011670714095177764,0.0192318876794167,0.023402476116346348,0.00422439506761619,0.014665483197835122,0.02256099728511185,0.025648565213072346,0.014390946896463242,0.023798144513436332,0.02702881627713019,0.021351971647146733,0.019199771632112984,0.022495386522860993,0.0007487016711614848,0.009754229748275412,0.02000032202102006,0.017971019194083015,0.016920748510753016,0.02334260145866995,0.013994306632088708,1
3,0.0224115365566576,0.008690574337809901,0.02553148598210423,0.003670473633144039,0.039361114002541595,0.01766147492505935,0.010798985976571319,0.021269413229875054,0.03175370098435299,0.03205265248446711,0.028347638973394592,0.006448916085110814,0.01782844026643657,0.01539874918943292,0.033503706869388195,0.016239865360342772,0.011683893200631415,0.015952926720464177,0.04009124641362571,0.01386210471672051,0
4,0.0061782031090358265,0.01956574112148323,0.008584767190192166,0.02103885236448985,0.019381777322020805,0.014888792572629926,0.02476350910178321,0.0299738440254983,0.023932624460489074,0.023709288691507728,0.012688976364799053,0.010461684475756714,0.023416679880242843,0.010351388753233548,0.013588746283421441,0.008019691443017243,0.006921136412815745,0.02569585138183837,0.014218858408266994,0.005897111364836262,1
5,0.015810029777356523,0.015913879999852335,0.034530969554731596,0.0059826818448752575,0.012596965393399311,0.022189750859850258,0.01683016218496795,0.008559353032864108,0.005954063076530182,0.013365334940120283,0.007740655416229301,0.0150609643983644,0.012048453338416512,0.022495236022100323,0.007202022167537389,0.011255375156361337,0.01556349268696574,0.005943180777504584,0.015497869812400021,0.015606718735137763,0
6,0.009837586042054423,0.01051184921636574,0.011242496396686504,0.012438655117142532,0.00511268195322582,0.012132825411136722,0.0013005962634115174,0.019282629469162784,0.0036001090333766276,0.010612606874717448,0.002953024407648892,0.00656512660049313,0.00620497164894179,0.009003548256370229,0.007987792132058144,0.010198465115989505,0.0014427914421421425,0.011240732487787503,0.003721857938677536,0.006473992192154853,1
7,0.013528259858886877,0.019030652453814505,0.016310055534897606,0.015189636405406222,0.01146025895857899,0.016442600387345303,0.008779327641415143,0.007554751880217443,0.006540470081920719,0.01180307256719639,0.005851009003471351,0.008891260734373007,0.01342674527864158,0.0072675543537922705,0.017290215787959067,0.01571401324889971,0.0073824246228694984,0.009213409575300488,0.006121586766275964,0.008129315918166055,1
8,0.011140921057057402,0.006964913260335694,0.009424055605245545,0.01134988855415215,0.010529694445752023,0.00831771922477364,0.010959600137793806,0.0061839591030213815,0.00544083649602375,0.00911853372924858,0.003997601094457024,0.005609905396361778,0.0054086045997751575,0.00952090349790927,0.007387908376478215,0.00317363735833129,0.00975679243126178,0.01646137132885945,0.01859683386072105,0.003910394698851767,1
9,0.023020666931290783,0.019834162976750214,0.007532705334207626,0.02690710582051619,0.006997865772196617,0.028793174136829202,0.011700768061648091,0.0074250502701388495,0.016427276672985817,0.017750552455229548,0.013828445699486944,0.006735419852308317,0.012787108137638824,0.000770249711224224,0.030789589736655493,0.004514023568297356,0.011950970776656975,0.015493692332946623,0.006661090584560159,0.013411624600511938,1
10,0.0139258027962576,0.007992467325673342,0.014628320107544819,0.007810941297525928,0.008525937959117748,0.01580891521613868,0.004816471897958506,0.019104636639671428,0.0129362163666273,0.017463342817917192,0.01070015942805059,0.014255428737488043,0.01738024605746708,0.013791497518949857,0.0072230248208420235,0.02139419546964316,0.002833630776795031,0.004659694408059394,0.006007031922172542,0.0013120379394285875,0
11,0.01563733024193069,0.010415104399716796,0.010030757987570036,0.003574166274881458,0.012931927991111772,0.012090579102710509,0.008180865169920908,0.004042565303953537,0.007860055818362927,0.010573366935064917,0.02144765693892925,0.01282483464999826,0.007182564208961935,0.0012531497170334442,0.010888674621731011,0.02023796284925442,0.007190934611969226,0.004067328224348019,0.00675652304160609,0.009935845127529012,1
