,0,1,2,3,4,5,6,7,8,9,score
130,40,0,0,0,0,0,0,0,0,0,10.0
131,1,0,6,0,0,0,0,0,0,0,10.3
132,0,5,1,0,0,0,0,0,0,0,7.9
133,6,4,0,0,0,0,0,0,0,0,8.6
134,35,0,0,0,0,0,0,0,0,0,9.6
135,38,0,0,0,0,0,0,0,0,0,9.7
136,39,0,0,0,0,0,0,0,0,0,5.5
137,37,0,0,0,0,0,0,0,0,0,7.1
138,37,0,0,0,0,0,0,0,0,0,10.2
139,34,0,0,0,0,0,0,0,0,0,7.1
140,17,0,0,0,0,0,0,0,0,0,5.7
141,24,0,0,0,0,0,0,0,0,0,8.1
142,23,0,0,0,0,0,0,0,0,0,9.4
143,47,0,0,0,0,0,0,0,0,0,8.9
144,0,0,0,0,0,0,0,0,0,0,10.4
145,22,0,0,0,0,0,0,0,0,0,8.6
146,9,0,0,0,0,0,0,0,0,0,9.7
147,4,0,0,0,0,0,0,0,0,0,8.0
148,0,0,0,0,0,0,0,0,0,0,10.4
149,0,0,0,0,0,0,0,0,0,0,8.4
150,1,0,1,0,0,0,0,0,0,0,10.7
151,7,0,0,0,0,0,0,0,0,0,10.8
152,0,0,0,0,0,0,0,0,0,0,10.6
153,0,0,0,0,0,0,0,0,0,0,9.5
154,0,0,0,0,0,0,0,0,0,0,10.0
155,27,0,0,0,0,0,0,0,0,0,8.0
156,1,1,0,0,0,0,2,2,0,0,8.0
157,0,0,0,0,0,0,0,0,0,0,6.6
158,4,0,0,0,0,0,0,0,0,0,9.4
159,0,0,0,0,0,0,0,0,0,0,9.6
160,0,1,0,0,2,0,4,0,0,0,8.8
161,0,0,0,0,7,2,0,0,0,0,8.0
162,3,0,0,1,1,0,1,2,0,0,10.4
163,0,0,0,0,0,0,0,0,0,0,7.6
164,1,0,0,0,0,1,2,1,0,0,4.6
165,1,0,0,0,0,0,0,0,0,0,7.1
166,0,0,0,2,1,0,0,0,0,0,8.3
167,0,0,0,1,3,0,2,6,0,0,8.9
168,0,1,0,0,2,0,0,0,0,0,7.3
169,0,0,0,0,0,0,0,5,0,0,10.5
170,0,0,0,0,0,0,0,2,0,0,9.5
171,0,0,0,0,3,0,0,4,0,0,8.4
172,1,2,0,1,2,0,2,2,0,0,8.2
173,1,0,0,0,0,0,0,0,0,0,7.8
174,36,0,0,0,0,0,0,0,0,0,8.4
175,0,0,1,0,3,0,1,7,0,0,7.9
176,0,0,0,0,0,0,0,1,0,0,6.0
177,0,0,0,0,0,0,0,1,0,0,8.1
178,0,0,0,0,0,0,5,1,0,0,6.5
179,0,0,0,0,0,0,0,0,0,0,8.9
180,50,0,0,0,0,0,0,0,0,0,7.1
181,0,0,0,0,2,0,1,3,0,0,6.0
182,18,2,0,1,1,1,0,0,0,0,8.2
183,1,0,0,0,0,0,0,5,2,0,7.6
184,1,6,4,0,0,1,0,1,1,0,6.6
185,21,0,1,1,0,0,0,0,0,0,6.5
186,4,5,1,0,0,0,0,0,0,0,5.7
187,36,2,0,0,0,0,0,0,0,0,8.4
188,27,1,0,0,0,0,0,0,0,0,9.3
189,23,0,0,0,0,0,0,0,0,0,6.6
190,43,0,0,0,0,0,0,0,0,0,8.5
191,38,0,0,0,0,0,0,0,0,0,8.3
192,40,0,0,0,0,0,0,0,0,0,5.4
193,40,0,0,0,0,0,0,0,0,0,8.1
194,42,0,0,0,0,0,0,0,0,0,5.2
195,30,0,0,1,0,0,0,0,0,0,9.0
196,44,0,0,0,0,0,0,0,0,0,8.7
197,16,0,2,0,0,0,0,0,0,0,7.1
198,4,1,0,11,0,0,0,0,0,0,7.5
199,0,2,2,2,2,3,2,0,0,0,4.9
200,13,0,0,0,0,0,0,0,0,0,8.3
201,2,0,0,0,0,0,0,0,0,0,8.5
202,0,0,0,0,6,0,0,3,6,0,6.8
203,0,0,0,0,0,0,0,0,0,0,10.8
204,51,0,0,0,0,0,0,0,0,0,8.6
205,0,0,0,0,0,0,0,0,2,0,10.1
206,0,0,0,0,0,0,0,0,0,0,6.9
207,11,3,0,0,0,0,0,1,1,0,8.6
208,19,0,0,0,0,0,0,0,0,0,10.0
209,0,0,0,0,0,0,0,1,0,0,7.8
210,1,0,0,0,0,0,0,0,0,0,5.6
211,1,0,0,0,0,0,0,0,0,0,7.8
212,2,0,0,0,2,0,0,2,0,0,6.6
213,5,0,0,0,0,0,0,0,0,0,9.1
214,40,0,0,0,0,0,0,0,0,0,8.3
215,51,0,0,0,0,0,0,0,0,0,6.8
216,0,0,0,0,0,0,0,0,0,0,6.4
217,0,0,0,0,0,0,1,0,0,0,9.6
218,0,0,1,0,1,0,0,0,1,0,9.9
219,15,0,0,0,0,0,0,0,0,0,6.8
220,43,0,0,0,0,0,0,0,0,0,9.1
221,0,0,0,0,0,0,0,9,0,0,9.2
222,0,0,0,0,1,0,0,0,0,0,9.0
223,33,0,0,0,0,0,0,0,0,0,9.8
224,44,0,0,0,0,0,0,0,0,0,10.3
225,28,0,0,0,0,0,0,0,0,0,9.1
226,38,0,0,0,0,0,0,0,0,0,8.1
227,48,0,0,0,0,0,0,0,0,0,9.5
228,43,0,0,0,0,0,0,0,0,0,8.5
229,1,0,0,0,0,0,0,0,0,0,9.6
230,46,0,0,0,0,0,0,0,0,0,8.9
231,0,0,0,0,2,0,0,4,0,0,10.0
232,0,0,0,0,0,0,0,0,0,0,9.5
233,1,0,0,0,0,0,0,2,0,0,10.2
234,59,0,0,0,0,0,0,0,0,0,10.0
235,46,0,0,0,0,0,0,0,0,0,8.4
236,0,0,0,1,1,17,1,0,0,1,8.3
237,41,0,0,0,0,0,0,0,0,0,8.2
238,0,0,0,0,1,0,2,13,0,0,9.6
239,0,0,0,0,1,0,1,0,0,0,9.8
240,0,0,0,0,0,0,0,0,0,0,9.9
241,38,0,0,0,0,0,0,0,0,0,7.0
242,0,1,0,0,0,0,0,8,0,0,9.9
243,52,0,0,0,0,0,0,0,0,0,7.1
244,36,0,0,0,0,0,0,0,0,0,9.8
245,44,0,0,0,0,0,0,0,0,0,7.3
246,37,0,0,0,0,0,0,0,0,0,9.4
247,0,0,0,0,1,1,0,1,0,3,10.0
248,40,0,0,0,0,0,0,0,0,0,8.6
249,49,0,0,0,0,0,0,0,0,0,9.6
250,7,0,0,0,2,0,0,1,0,0,9.2
251,0,0,0,0,0,0,0,0,0,0,9.5
252,10,0,0,0,0,2,2,0,0,0,10.6
253,43,0,0,0,0,0,0,0,0,0,10.6
254,1,0,1,0,3,1,0,3,0,1,10.4
255,50,0,0,0,0,0,0,0,0,0,8.9
256,56,0,0,0,0,0,0,0,0,0,9.1
257,37,0,0,0,0,0,0,0,0,0,7.7
258,36,0,0,0,0,0,0,0,0,0,9.8
259,53,0,0,0,0,0,0,0,0,0,8.2
260,0,0,0,0,0,0,2,2,0,0,7.7
261,37,3,0,0,0,0,0,0,0,0,10.4
262,0,5,7,0,7,5,0,0,0,0,8.8
263,0,0,3,1,0,0,0,0,0,0,9.2
264,45,0,0,0,0,0,0,0,0,0,8.0
265,5,1,0,1,1,3,3,0,0,0,7.0
266,8,3,0,6,0,0,0,2,1,0,7.9
267,14,0,4,0,0,0,0,0,0,0,9.1
268,0,6,16,0,0,0,0,0,0,0,8.8
269,33,0,0,0,0,0,0,0,0,0,9.4
270,3,0,0,14,1,0,0,3,0,0,9.2
271,19,0,0,3,0,0,0,0,0,0,5.3
272,10,2,0,5,0,0,0,0,0,0,9.1
273,12,1,4,0,0,0,0,0,0,0,9.1
274,2,11,3,0,0,0,0,0,0,0,6.3
275,10,1,2,5,0,0,0,0,0,0,9.1
276,27,0,0,0,0,0,0,0,0,0,9.1
277,25,0,0,0,0,0,0,0,0,0,8.2
278,21,0,0,3,0,0,0,0,0,0,9.4
279,37,0,0,0,0,0,0,0,0,0,9.6
280,47,0,0,0,0,0,0,0,0,0,10.0
281,0,0,0,0,0,0,0,4,0,0,6.4
282,0,0,0,0,0,0,1,12,0,0,9.2
283,1,0,0,3,4,0,0,0,0,0,10.1
284,39,0,0,0,0,0,0,0,0,0,9.3
285,1,0,0,4,0,0,2,4,0,0,8.3
286,36,1,1,0,0,0,0,0,0,0,8.3
287,0,0,0,0,0,0,0,0,0,0,8.0
288,46,0,0,0,0,0,0,0,0,0,8.8
289,0,0,0,0,0,0,0,0,0,0,8.8
290,32,0,0,0,0,0,0,0,0,0,8.5
291,3,0,0,0,1,5,1,0,0,0,6.0
292,0,0,0,0,4,0,0,0,0,0,8.7
293,0,0,0,0,0,0,0,0,0,0,5.0
294,7,1,0,0,0,0,2,4,0,0,8.0
295,0,0,0,0,0,0,0,0,0,0,8.3
296,36,0,0,0,0,0,0,0,0,0,7.1
297,46,0,0,0,0,0,0,0,0,0,10.2
298,2,0,0,0,0,0,0,0,0,0,8.8
299,24,0,0,0,0,0,0,0,0,0,7.5
300,16,5,0,0,0,1,0,0,0,0,5.5
301,39,0,0,0,0,0,0,0,0,0,9.1
302,1,1,0,0,0,2,1,7,0,0,9.5
303,7,0,0,0,1,0,2,0,0,0,10.3
304,8,4,2,0,0,0,0,0,0,0,8.1
305,37,0,0,0,0,0,0,0,0,0,8.5
306,33,2,0,0,0,0,0,0,0,0,7.5
307,2,10,3,1,0,2,1,1,0,1,8.3
308,20,5,0,0,0,2,1,0,0,0,4.6
309,18,5,0,1,1,1,0,0,0,0,6.7
310,38,0,0,0,0,0,0,0,0,0,6.4
311,23,2,1,0,0,0,0,0,0,0,8.9
312,0,0,0,0,0,14,8,3,0,0,9.3
313,16,2,3,0,0,1,0,0,0,0,9.0
314,8,2,0,1,0,0,1,0,0,0,8.8
315,3,4,2,0,0,2,2,1,0,2,9.0
316,38,0,0,0,0,0,0,0,0,0,7.7
317,20,0,1,0,0,0,0,0,1,0,8.4
318,0,4,0,0,0,6,1,4,1,1,7.5
319,6,1,6,0,0,5,0,0,1,0,9.4
320,4,0,0,1,0,0,0,0,0,0,8.1
321,0,1,0,1,1,5,4,0,0,0,7.3
322,0,0,0,0,0,0,0,0,0,0,9.0
323,1,0,0,2,1,0,1,4,0,0,9.6
324,39,0,0,0,0,0,0,0,0,0,9.2
325,1,0,0,0,0,0,2,6,0,0,8.4
326,1,0,0,8,6,1,2,0,0,0,8.8
327,27,0,0,0,0,0,0,0,0,0,8.3
328,1,1,0,0,0,0,3,7,1,0,7.9
329,3,3,0,0,0,0,1,0,3,0,9.6
330,3,2,1,0,0,0,0,0,0,0,10.7
331,0,1,0,0,1,0,1,4,0,0,9.0
332,6,0,0,0,1,0,0,1,2,0,9.4
333,0,0,0,0,5,0,5,6,0,0,9.2
334,2,0,0,1,1,0,3,5,0,0,10.6
335,6,0,0,0,0,0,0,1,0,0,7.5
336,0,0,0,0,1,0,1,12,3,0,8.1
337,0,0,0,0,0,0,1,5,5,0,9.1
338,0,3,1,0,1,0,0,1,0,0,8.7
339,14,0,0,0,0,0,0,0,1,0,10.0
340,47,0,0,0,0,0,0,0,0,0,8.4
341,37,0,0,0,0,0,0,0,0,0,9.9
342,8,0,0,1,5,0,0,0,0,0,10.3
343,17,0,1,0,0,0,0,0,0,0,7.6
344,12,0,0,1,0,0,0,0,0,0,6.1
345,44,0,0,0,0,0,0,0,0,0,8.7
346,47,0,0,0,0,0,0,0,0,0,8.3
347,39,0,0,0,0,0,0,0,0,0,8.4
348,0,0,1,5,0,0,0,0,0,0,6.5
349,45,0,0,0,0,0,0,0,0,0,9.3
350,54,0,0,0,0,0,0,0,0,0,8.4
351,43,0,0,0,0,0,0,0,0,0,8.9
352,0,2,2,2,0,0,0,0,0,0,8.8
353,45,0,0,0,0,0,0,0,0,0,8.7
354,0,0,0,2,0,0,0,0,0,0,9.4
355,48,0,0,0,0,0,0,0,0,0,9.2
356,12,0,0,1,0,0,0,0,0,0,5.8
357,0,0,0,7,0,0,0,0,0,0,8.2
358,55,0,0,0,0,0,0,0,0,0,7.9
359,0,0,3,4,0,0,0,0,0,0,7.1
360,22,0,0,0,0,0,0,0,0,0,6.6
361,41,0,0,0,0,0,0,0,0,0,6.9
362,47,0,0,0,0,0,0,0,0,0,8.3
363,3,0,0,0,0,0,0,0,0,0,9.9
364,48,0,0,0,0,0,0,0,0,0,9.8
365,46,0,0,0,0,0,0,0,0,0,9.6
366,0,0,0,0,1,0,3,0,0,0,10.6
367,0,0,0,0,0,0,0,0,1,0,8.7
368,2,4,0,0,0,0,0,0,2,0,9.6
369,54,0,0,0,0,0,0,0,0,0,9.4
370,66,0,0,0,0,0,0,0,0,0,10.2
371,30,0,0,0,0,0,0,0,0,0,10.3
372,1,0,0,0,0,0,0,0,5,0,8.9
373,12,0,0,2,0,0,0,0,0,0,6.6
374,47,0,0,0,0,0,0,0,0,0,7.7
375,49,0,0,0,0,0,0,0,0,0,9.6
376,0,0,0,0,0,0,0,0,3,0,5.9
377,41,0,0,0,0,0,0,0,0,0,9.9
378,15,0,0,0,0,0,0,2,0,0,9.0
379,12,2,0,0,0,0,0,0,0,0,7.9
380,0,2,5,0,5,9,4,0,0,0,9.5
381,10,1,0,1,2,0,1,0,0,0,9.4
382,5,1,0,0,0,0,0,0,0,0,9.5
383,1,1,0,0,0,0,1,1,2,0,6.4
384,1,0,0,0,0,0,0,6,1,0,8.8
385,1,0,0,0,0,0,0,7,0,0,4.9
386,13,2,0,2,5,3,0,0,0,0,10.4
387,1,5,0,0,2,4,4,1,0,0,9.4
388,0,1,0,0,1,0,6,0,0,0,10.3
389,0,0,0,3,1,7,0,2,2,0,9.8
390,36,0,0,0,0,0,0,0,0,0,8.8
391,2,4,0,0,0,0,4,2,1,0,10.8
392,2,2,0,0,0,0,2,5,1,0,6.5
393,6,4,0,2,2,0,1,0,1,0,9.2
394,0,0,0,1,3,0,5,0,0,0,9.1
395,0,0,0,0,9,1,0,0,0,0,10.4
396,0,0,0,0,5,0,5,4,1,0,7.7
397,15,0,0,0,1,0,0,0,0,0,8.0
398,0,2,0,1,0,0,1,0,3,0,6.4
399,16,2,1,0,0,0,0,1,1,0,9.0
400,48,0,0,0,0,0,0,0,0,0,8.0
401,0,0,0,0,0,0,0,8,0,0,10.0
402,0,0,0,0,0,0,0,0,0,0,10.4
403,0,0,0,0,0,2,2,0,0,0,9.9
404,40,0,0,0,0,0,0,0,0,0,10.5
405,0,0,0,3,17,0,0,0,0,0,8.9
406,1,0,0,1,2,3,0,0,0,0,7.9
407,0,0,0,0,2,4,0,0,0,0,7.3
408,10,0,1,8,0,0,0,0,0,0,9.3
409,35,0,0,0,0,0,0,0,0,0,9.2
410,26,0,0,0,0,0,0,0,0,0,8.2
411,37,0,0,0,0,0,0,0,0,0,8.1
412,42,0,0,0,0,0,0,0,0,0,7.9
413,0,0,0,0,2,0,0,3,0,0,6.1
414,53,0,0,0,0,0,0,0,0,0,9.6
415,0,0,0,0,19,6,0,0,0,0,5.9
416,29,0,0,0,1,0,0,0,0,0,8.5
417,58,0,0,0,0,0,0,0,0,0,7.7
418,50,0,0,0,0,0,0,0,0,0,7.5
419,46,0,0,0,0,0,0,0,0,0,7.9
420,12,0,1,1,0,0,0,0,0,0,8.4
421,39,0,0,0,0,0,0,0,0,0,8.9
422,1,1,1,2,0,0,4,1,0,0,7.9
423,15,0,0,0,0,0,0,0,0,0,10.5
424,2,0,0,2,2,0,0,0,3,0,8.5
425,2,0,0,0,2,0,0,0,1,1,8.4
426,0,3,1,0,0,0,0,4,3,0,7.4
427,2,2,0,0,2,0,0,0,0,0,9.3
428,0,0,0,1,0,1,1,5,0,0,6.5
429,1,1,0,0,5,2,0,2,4,0,7.6
430,0,1,0,2,2,3,0,2,6,2,10.0
431,1,1,1,2,0,0,3,1,1,0,8.3
432,0,0,1,3,0,0,0,0,0,0,8.0
433,0,1,3,6,5,1,1,0,2,0,8.5
434,0,5,3,2,1,0,1,8,4,0,9.4
435,2,0,0,0,1,0,0,0,1,0,7.8
436,3,2,0,1,1,3,1,0,0,0,7.0
437,7,0,1,8,0,1,1,0,0,0,9.0
438,2,0,1,4,2,0,0,0,4,0,7.1
439,0,4,4,6,0,0,0,0,4,1,7.4
440,38,0,0,0,0,0,0,0,0,0,6.1
441,0,0,0,0,0,0,0,0,0,0,7.6
442,2,0,0,10,7,1,0,0,0,0,9.4
443,31,0,0,0,0,0,0,0,0,0,8.5
444,0,0,0,0,0,0,0,0,0,0,7.5
445,20,0,0,0,0,0,0,0,0,0,8.0
446,38,0,0,0,0,0,0,0,0,0,10.6
447,44,0,0,0,0,0,0,0,0,0,9.4
448,10,0,0,0,0,0,0,0,0,0,8.8
449,21,0,0,0,0,0,0,0,0,0,8.3
450,38,0,0,0,0,0,0,0,0,0,7.6
451,33,0,0,0,0,0,0,0,0,0,9.4
452,21,0,0,1,1,0,0,0,0,0,9.6
453,2,0,0,0,4,0,0,0,0,0,8.2
454,37,0,0,0,0,0,0,0,0,0,9.4
455,1,0,0,0,4,2,1,0,0,0,8.4
456,0,1,0,0,0,0,0,3,0,0,9.6
457,14,0,0,0,0,0,0,0,0,0,9.5
458,2,0,7,1,1,0,0,0,0,0,8.2
459,0,0,0,0,12,0,0,0,0,0,8.8
460,2,0,3,0,0,0,0,0,0,0,10.5
461,46,0,0,0,0,0,0,0,0,0,7.2
462,43,0,0,0,0,0,0,0,0,0,4.3
463,0,0,0,8,2,0,0,0,0,0,4.6
464,1,0,0,2,0,0,0,0,0,0,6.5
465,38,0,0,0,0,0,0,0,0,0,9.2
466,34,0,0,0,0,0,0,0,0,0,7.4
467,0,0,0,8,2,0,0,0,0,0,9.4
468,1,0,3,1,0,0,0,0,0,0,7.8
469,3,4,1,5,1,2,0,0,0,0,7.1
470,0,0,0,8,0,0,0,0,0,0,8.0
471,38,0,0,0,0,0,0,0,0,0,7.3
472,2,3,0,2,2,0,0,3,0,0,6.9
473,2,0,0,0,0,1,1,1,0,0,9.0
474,4,0,0,3,2,0,0,0,0,0,9.1
475,2,0,0,4,2,0,0,0,0,0,6.9
476,5,0,0,2,2,0,0,0,0,0,8.8
477,0,1,0,0,6,4,0,0,0,0,9.9
478,4,0,4,0,1,0,0,0,0,0,8.9
479,0,0,0,0,12,0,0,5,0,0,7.1
480,4,0,0,0,2,0,0,0,1,0,6.2
481,0,1,0,0,0,0,4,5,7,0,7.7
482,4,1,0,0,0,1,0,1,1,0,7.7
483,0,1,2,1,1,1,0,0,1,3,8.8
484,0,2,0,0,1,1,8,4,1,1,9.6
485,8,3,5,0,2,0,0,0,1,0,8.0
486,0,0,0,0,0,0,0,0,0,0,6.1
487,6,2,4,1,0,0,0,0,2,1,9.7
488,1,4,1,0,1,0,0,0,3,1,7.0
489,9,0,0,0,1,1,0,0,0,0,7.2
490,4,2,0,0,1,0,3,1,0,0,6.2
491,0,1,0,0,3,1,0,0,3,13,8.7
492,3,1,0,0,2,0,2,0,3,0,9.0
493,0,1,0,0,1,0,0,0,3,0,6.4
494,13,5,7,2,0,0,0,0,0,1,8.4
495,49,0,0,0,0,0,0,0,0,0,8.9
496,2,2,1,0,0,0,0,0,1,1,6.4
497,0,7,0,0,0,0,0,3,7,0,8.5
498,2,2,1,1,1,0,0,0,0,3,5.4
499,0,5,0,0,0,0,0,0,1,6,8.6
500,20,1,0,0,0,1,0,0,0,0,8.8
501,0,0,0,0,10,8,3,0,0,0,5.3
502,0,0,0,11,0,0,0,0,0,0,9.8
503,2,0,0,0,6,2,1,1,0,0,6.1
504,16,0,0,0,2,2,0,0,0,0,9.5
505,0,0,1,1,2,1,0,1,0,0,9.5
506,7,3,0,0,5,1,0,0,0,0,9.8
507,5,0,6,1,0,0,0,0,0,0,7.8
508,27,0,0,2,0,0,0,0,0,0,10.4
509,1,0,2,3,2,1,5,0,0,0,9.7
510,2,0,0,2,5,0,0,0,0,0,9.0
511,0,0,0,2,0,0,0,0,0,0,9.0
512,1,0,0,3,1,1,0,0,0,0,8.8
513,42,0,0,0,0,0,0,0,0,0,6.9
514,2,1,2,8,2,5,3,0,0,0,8.2
515,0,0,0,1,9,9,2,0,0,1,7.6
516,1,0,0,0,1,0,1,0,0,0,7.6
517,36,0,0,0,0,0,0,0,0,0,8.6
518,38,0,0,0,0,0,0,0,0,0,6.0
519,32,0,0,0,0,0,0,0,0,0,8.3
520,45,0,0,0,0,0,0,0,0,0,8.0
521,0,1,0,0,1,2,0,0,0,0,9.0
522,4,4,1,1,0,0,0,0,0,1,8.8
523,0,4,2,1,0,0,1,1,0,0,9.5
524,1,0,0,0,0,0,0,0,0,0,8.4
525,4,3,1,0,0,0,0,0,3,0,8.8
526,7,0,0,0,0,0,0,1,0,0,7.6
527,1,3,1,1,1,0,0,0,0,3,8.9
528,0,0,0,0,0,0,0,0,0,0,7.5
529,1,0,0,1,1,0,0,0,0,4,10.3
530,3,2,0,0,0,1,1,0,2,2,5.4
531,11,3,0,0,0,1,1,1,1,0,6.9
532,2,2,1,1,4,1,1,0,0,1,8.9
533,0,0,0,0,1,1,0,0,0,0,10.0
534,0,2,2,1,0,1,3,2,0,1,8.6
