alpha_F,beta_F,alpha_P,beta_P,alpha_O,beta_O,score,score_label
0.05231266844891275,0.22371972919140104,0.08105491427546395,0.23734391211939104,0.12064687072431605,0.3416448367934153,10.1,1
0.04765220697355568,0.1396145523026229,0.07317672488942323,0.3604169570165962,0.06242386245944774,0.3112795352847406,5.4,2
0.042607819195360865,0.16639844778632548,0.040897283186658515,0.4835235708125338,0.03510970266032033,0.7326750990507498,5.2,2
0.08533151332284382,0.21601380151698168,0.09003453323732001,0.4640987856826659,0.10434977966016812,0.5326374461008659,4.9,2
0.031515735399722807,0.21148252444668927,0.044237948020011054,0.11089619513567454,0.12995288750255596,0.40701040938860256,10.3,1
0.1121750292284142,0.20023293912182186,0.11997412528460008,0.24817733989246654,0.14030261385807202,0.40599074813976505,5.6,2
0.15919871455401147,0.4051261532907876,0.13959999918867286,0.14647882342178992,0.1956579826688623,0.31717344620715904,5.4,2
0.00923404630807529,0.030854075163399938,0.002474553320348136,0.005010939322619861,0.0024890916101882933,0.005160787496809915,6.4,2
0.04895055568826698,0.16630270289996996,0.07274640957818207,0.10969873479148393,0.09471957915990634,0.2419698878155209,10.2,1
0.050746552420232134,0.2046988656355789,0.06700486749946599,0.11889626257066455,0.21687288606670607,0.32113780004739145,10.6,1
0.03454119477775205,0.12828070528563892,0.09506394062017068,0.16470351719341444,0.19422283957254072,0.3544295962269052,5.3,2
0.0046447339711539115,0.012591820895116191,0.011766684244531476,0.01803670519858893,0.11723502443590232,0.2120965170327649,6.3,2
0.06507246342246174,0.42241481315718427,0.08519044780150446,0.26851004894835023,0.0936051902968473,0.3603483045342572,6.4,2
0.05871200356711024,0.2347748327074393,0.0801772802480843,0.1587233384965294,0.13004821909614295,0.3192472654693164,6.0,2
0.034329172305610826,0.2497296457706213,0.09159068149218053,0.2621411279560086,0.09259333743082683,0.450388231957125,5.0,2
0.07927517085673806,0.35719533387820457,0.10339609138198368,0.4074890944949487,0.0692583641994643,0.5989081417598865,10.6,1
0.0126347914417015,0.0663724085980343,0.015211204691312397,0.056261224368283284,0.03690170889239455,0.2297967104001404,10.6,1
0.032354952733052916,0.08961882989079066,0.007853800333558272,0.020432166142987474,0.018381748501571125,0.1632748430970788,10.4,1
0.0558789691493916,0.14420039856954958,0.11749915659503313,0.2087629551986815,0.1443916432056499,0.2815510250800753,5.5,2
0.03364560055010998,0.22498733891858536,0.07564809360804915,0.13599266631604967,0.17932824075982615,0.2825730924955905,10.7,1
0.05559816429479974,0.12455118462103115,0.0390081640863864,0.09301526284806397,0.08042192088074589,0.19645884768302765,4.6,2
0.00763307199794772,0.024722129380482214,0.033738713643789914,0.06680287191686891,0.18942416987030475,0.2412276694768493,10.4,1
0.016803156254128326,0.06744383067791561,0.08239285253119331,0.13615099088596858,0.09996327507490084,0.1860326132763432,6.4,2
0.1137674478848925,0.4016536921087411,0.16403811145385455,0.4652406571150762,0.2003380978818473,0.6288739259207563,6.1,2
0.05568037489200823,0.12352864963031507,0.08395003511858266,0.08435374904829257,0.16668233536163946,0.2185046962924216,10.1,1
0.10225180093464267,0.2739101739969015,0.06355962790979458,0.1974739644879365,0.13022630577399058,0.5496759194763663,6.4,2
