,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
79,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,2,2,0,0,3,11,3,0,0,0,0,0,0,0
85,5,1,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8,3,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
87,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0
90,3,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0
92,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,16,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,20,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,18,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,4,0,0,0,6,1,4,1,1,0,0,0,0,0,0,0,0,0,0
101,0,1,0,1,1,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0
102,1,1,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0
103,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
115,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
117,1,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0
118,2,2,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,5,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0
120,0,2,0,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0
121,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
125,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,1,1,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
130,0,3,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,1,0,1,1,5,0,0,0,2,0,0,0,0,0,0,0,0
132,1,1,0,0,5,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0
133,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,3,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2,0,1,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
136,0,4,4,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
137,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0
140,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3,4,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2,3,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
150,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
152,4,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
153,0,1,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0
154,4,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0
156,1,4,1,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0
157,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,4,2,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
159,0,1,0,0,1,0,0,0,3,0,0,0,3,2,0,1,0,0,0,0
160,2,2,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
161,2,2,1,1,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0
162,0,0,0,0,10,8,3,0,0,0,6,1,1,0,0,0,0,0,0,0
163,2,0,0,0,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
164,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,1,9,9,2,0,0,1,2,0,0,0,0,0,0,0,0,0
167,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
168,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,7,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
171,3,2,0,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0
172,11,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
173,0,1,0,0,0,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0
174,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,13,1,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
176,6,4,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
177,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
178,2,1,0,0,0,0,0,2,4,0,0,0,0,0,1,2,0,0,0,0
179,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
189,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0
192,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1,4,0,0,5,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0
195,0,0,2,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0
196,0,1,0,0,0,2,0,0,0,0,2,6,1,0,0,0,0,0,0,0
197,0,0,0,0,7,0,1,8,0,0,0,5,2,1,0,0,0,0,0,0
198,0,4,2,0,0,1,1,5,8,0,0,0,0,0,0,0,0,0,0,0
199,2,0,0,0,4,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
201,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
203,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0
214,0,0,0,2,18,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,1,3,0,0,0,2,12,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
217,0,1,0,0,5,0,6,5,0,0,0,4,1,0,0,0,0,0,0,0
218,0,0,0,0,2,0,0,4,0,0,2,12,2,0,0,0,0,0,0,0
219,0,0,0,0,0,0,1,14,0,0,0,3,3,0,0,0,0,0,0,0
220,0,0,0,0,0,1,1,3,0,1,5,2,4,1,1,2,1,1,1,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,5,1,6,4,1,3,1,4,0,0,0,1,0,0,0,0,0,0
228,0,7,4,4,3,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0
229,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,1,0,2,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0
231,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0
232,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
233,11,2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
234,0,3,2,1,1,1,1,3,2,4,1,0,0,0,0,0,0,0,0,0
235,3,5,10,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
236,9,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,4,2,1,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
238,1,0,0,2,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0
239,3,4,0,0,2,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0
240,0,4,0,0,2,1,0,0,2,0,3,0,2,0,0,1,0,0,0,0
241,1,1,0,0,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0
242,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
243,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
244,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,12,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,5,0,0,1,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0
250,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
251,1,2,2,0,1,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0
252,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,3,0,0,1,0,3,5,1,3,0,0,0,1,3,0,0,0,0,0
254,0,2,2,0,2,0,0,1,0,3,1,1,3,0,0,1,0,0,0,0
255,3,4,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
257,0,0,0,0,1,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0
258,9,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,1,0,2,0,3,1,0,1,0,4,1,0,1,0,0,0,0
260,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
