,delta_Fp,theta_Fp,alpha_Fp,beta_Fp,gamma_Fp,delta_F,theta_F,alpha_F,beta_F,gamma_F,delta_FC,theta_FC,alpha_FC,beta_FC,gamma_FC,delta_M,theta_M,alpha_M,beta_M,gamma_M,delta_P,theta_P,alpha_P,beta_P,gamma_P,delta_O,theta_O,alpha_O,beta_O,gamma_O,score
127,0.06686548739216598,0.06561593325139177,0.0583301011106277,0.4990766075498951,0.11676852195897368,0.08913917408781984,0.10966371985916464,0.11037277648434782,0.2657893492130175,0.08354156570555944,0.20774006077193133,0.1913359195074666,0.15797628367547506,0.2541009303536086,0.03708267599016697,0.14573312289697102,0.1817166702510616,0.16697993687498638,0.4138254038439473,0.051778246839582,0.12914228962601254,0.18695843918159472,0.18958590043750814,0.40003071679439384,0.04243422195691947,0.11023391663856139,0.162704276275497,0.19198549375478796,0.4542487474415887,0.05446413908796592,6.1
128,0.19435234721710926,0.1590242632727917,0.08935881933484573,0.39074886918149093,0.09688900674973538,0.22574196691614157,0.16505449681390258,0.09423831186853922,0.36850821217977026,0.05805706526300528,0.29438158214290405,0.22563071228676246,0.12387861917585985,0.2378767881796523,0.030103771033324164,0.227553143342006,0.18978334982963613,0.12402546632929956,0.31596077545748513,0.07582366592885226,0.1709118947990312,0.21129075259822822,0.1844189828440198,0.34496666727255487,0.034112397272443584,0.12227688808503087,0.18581033289121268,0.173100843108213,0.3851484728161707,0.0948245729835569,9.4
129,0.14683398261819205,0.10630706918820287,0.05679647157777912,0.38872070788163643,0.10810040976736983,0.09069491087974964,0.08182084030045822,0.08479066425362179,0.2989745705810948,0.10036475613953648,0.24829850199519826,0.1767493825122891,0.08653383241943606,0.25923004778194575,0.048369109958081746,0.24627589126678248,0.21449134438429848,0.11995481204948277,0.3256400788176639,0.03633998079447576,0.14730778615334553,0.1676074203275758,0.1673731719335841,0.42036051403711694,0.042856395369172004,0.07115405861055787,0.12649361247964241,0.16607184259918956,0.5585798718519672,0.05597735970324108,7.8
130,0.46549843066261115,0.28045888758877124,0.0540431952752159,0.06962174932761826,0.012770190189666101,0.3662063398963034,0.25372838349282756,0.09777659924760738,0.16020417742926696,0.01939030690539902,0.2998776436685815,0.22592684708233257,0.12809408801552385,0.22492154223362715,0.03619171083097284,0.3850185242011236,0.2356006742640258,0.06232638450142128,0.18520347112651395,0.025468014805461847,0.3684120926951665,0.2676767054017712,0.1004397852104344,0.14963877611741852,0.015446949243489355,0.363663993436809,0.24182534569821268,0.052293155705303664,0.18978611237561327,0.050236769672363846,10.6
131,0.40151896286728883,0.26231950606659904,0.03286069593171819,0.11821339156687093,0.03285677554352482,0.297938346911301,0.21036420116436733,0.045452301621648546,0.13846810756370803,0.048743185638909135,0.370057242732559,0.25600996929852027,0.07612624036075762,0.13061450332607397,0.0184980279117196,0.19929753320545163,0.2337737706857296,0.14178732518197606,0.35128348551422817,0.02004013174887942,0.23033991086832528,0.19621088455149205,0.14709521585752036,0.3340358056065834,0.021644293514179326,0.18004076834608254,0.19080248958849433,0.14731850230168878,0.3981705200745359,0.0348657743360831,6.9
132,0.20377765373063614,0.15317156137123653,0.11212934206914882,0.39543577117395784,0.06371771950865741,0.22718074754317114,0.2194133850601329,0.17764206343564318,0.24253198420256528,0.028656440592756426,0.19578970549046293,0.19780998005208286,0.16784410993369525,0.33379245696033366,0.028785665433580195,0.22111225801003,0.20992090505932473,0.13863698738343766,0.3435209598805158,0.024517214441246223,0.2873680448946356,0.2130195618885244,0.09112313603353446,0.2601824860176595,0.06512456377502775,0.15566830837672688,0.16958613181989773,0.134571508899493,0.4228262697906455,0.07138469235977332,9.9
133,0.13767172674571504,0.1123281486410111,0.10784700192233686,0.5086297418771535,0.08553704498598129,0.11460396736715554,0.10150582595370328,0.14041458592473813,0.4554558473286575,0.09852436514161046,0.15548643581821123,0.12159041777739031,0.13931757363905373,0.44042425775081273,0.08586781360252203,0.19945855391090608,0.1403120374912059,0.10323245710189546,0.4355821436742999,0.05864857191443582,0.20103656600476025,0.15226620474516211,0.12633206951159495,0.40560735389987396,0.05687630287999067,0.1570030897414558,0.1358980745905504,0.12658041270552584,0.449753420040653,0.09043861162100447,4.9
134,0.37623620347126474,0.22298525784866052,0.08077896331770022,0.1788545078786479,0.041507697298303496,0.42532481620097906,0.2632531101590514,0.06351661525000574,0.11209860175432293,0.01757864331161227,0.342049832601088,0.22757559409589107,0.1027796629059106,0.1890309025348491,0.03892213450288189,0.32722340846276093,0.2222146765493554,0.09096682199447045,0.23819974614207773,0.03568937730782165,0.34426386627079075,0.24625166841860718,0.10251335980219985,0.17688700687270117,0.029616107123511332,0.3461222345197338,0.2250642076301993,0.0448072942139387,0.21516787975058432,0.07330577960853867,9.4
135,0.053847433746605576,0.061480531900916284,0.07048643886058494,0.5250289524505455,0.11825576342076514,0.0996546708581955,0.09186439194479466,0.0710947232547512,0.2903170780291155,0.09735523148887726,0.20059798761159398,0.16489787511364343,0.110867835729864,0.29142292996242886,0.05559714272091014,0.2009679249594939,0.1987940164801637,0.15309551912934133,0.3745510034749023,0.018745949857527387,0.12124811205458515,0.15025385268220784,0.17886290870686788,0.4714974730655042,0.028447959014776075,0.1355729211208639,0.1469717326083107,0.18110988358940316,0.4590638535057544,0.033904557083157254,7.6
136,0.20395578882801757,0.1713962622848236,0.13321745359431494,0.3509477524031149,0.08102553516528746,0.23051489410225146,0.19284536128446178,0.1320450192058032,0.3137861582735823,0.048405369043985326,0.24386740500457849,0.20670816500172284,0.12719575849832887,0.31467989923447937,0.03951213852979994,0.08752505390617801,0.15625011703858557,0.18790632058366888,0.49803898005734404,0.04615528270521289,0.21490132226950895,0.19960235847971924,0.14913952520806745,0.3391852899448766,0.03228320594449895,0.11274895198914633,0.09143126692954953,0.09073189711964888,0.6059108669305056,0.061967926247188075,9.4
137,0.09865360891533076,0.08239687147764573,0.07268058645976296,0.4883434684530945,0.12286667827553616,0.1239242400074505,0.11988869064416877,0.08170862233575263,0.30812549679781986,0.09731865147431189,0.2319175137982572,0.19659028038661805,0.10796234472710328,0.28234882301736114,0.047704702109755276,0.18028057204374112,0.17301691331044095,0.11236582399871545,0.4551958454229841,0.03719032429239136,0.17720398119035893,0.15511461121963427,0.15038128631449488,0.43001510006494464,0.03336929088680799,0.07942439418758844,0.10234968473743472,0.12488933330143775,0.629174211410876,0.05014305603533985,7.6
138,0.361611051252057,0.24054473684434738,0.07900254861616617,0.17982599357496118,0.04018082171511275,0.37129762457356125,0.23824030980351477,0.11175542536081626,0.14401545520710468,0.023439371182653,0.3021015878044302,0.22436438776993634,0.15080029425414404,0.2066116502888634,0.023557054153194104,0.19209664772513535,0.16899902756607788,0.14836175353103184,0.4017471841511216,0.0371957543526103,0.32561896155461334,0.2416967389358557,0.14717920251259697,0.19068521969697041,0.01828849296653389,0.2831296503884354,0.2228400581409311,0.17131066593290944,0.23767812108192976,0.03369920565281372,9.6
139,0.10432876975777627,0.08907602265991736,0.045356381627772134,0.41644635315329115,0.13463778249445862,0.09932872248029742,0.10637937163644655,0.08683626623396143,0.32601858589976185,0.10058795544527721,0.1472402446955735,0.1524044355575337,0.11084444664767917,0.3961318820752495,0.08306386177766228,0.12385376021167685,0.1414243228539342,0.14503094770464392,0.49820277478683783,0.05502092976016907,0.1352663409301818,0.15249412279217153,0.14321732129122405,0.4354383356903823,0.0787630676600658,0.07849318971519346,0.13950430945554593,0.17859234396102686,0.5088693836178684,0.07551976588263387,6.0
140,0.3892414109077313,0.23925303068388115,0.04785766192767682,0.16384662632589983,0.05080902467543428,0.26009100024414983,0.22490162590624702,0.15406080579528575,0.2530853141694383,0.03396351715742531,0.2885794331602428,0.24153629065403054,0.1313977595237147,0.2364088949581668,0.023445210390068617,0.3679157505315358,0.25742213111274603,0.08480394464958668,0.15962783053725094,0.03806905154479818,0.2689417709642671,0.21984525859849766,0.1632873302761002,0.23763726788058231,0.027672013937893293,0.33190826581658284,0.22154738407075636,0.06899103249145758,0.23805693390477659,0.04666208788295731,9.4
141,0.3782287247109212,0.24148564101411005,0.05475955310037561,0.04702478914616881,0.0285698963394736,0.3594302959125512,0.23052730080131761,0.0341534174146924,0.03503723094636689,0.03716561242037374,0.35995111724520756,0.24466682433577935,0.061953077731544716,0.08628965663729853,0.035288941320571296,0.4191026632483714,0.2515395704404533,0.0209449640314943,0.07664871538661627,0.03833627935952662,0.36021011448752294,0.2286578180567443,0.05667248438394869,0.09886761260009384,0.04015261604444312,0.3100173475566139,0.19813326047148455,0.05654464714691953,0.15624550236045953,0.05653433031602597,7.6
142,0.34875586065508407,0.23698243474708183,0.12921664825270188,0.16183318824370194,0.02881158515330075,0.3078096245104328,0.22331100326707318,0.13103808134259318,0.20043412833240373,0.04060249306458254,0.2547337802829098,0.22671825035164908,0.17612994055305686,0.2387630312432759,0.026983245198997717,0.23416329698337052,0.22180850429921875,0.13385183869419076,0.2876210415746229,0.05712376350321062,0.32390622626297666,0.23829051518689442,0.12720066130458918,0.1964823703883969,0.025194435534035508,0.12026160549709312,0.13814602030059572,0.1561025398569113,0.49946446019032387,0.04939552737443655,9.6
143,0.04439764435904742,0.04713512002945689,0.04819291407958304,0.15059632579254137,0.07461851423947925,0.21765998162759564,0.13867292692455616,0.0344029217209164,0.09310291101519186,0.07617333660257987,0.1372841329141553,0.11216113198500668,0.07470822959133365,0.21750528807224612,0.09826423937071807,0.1699549072875684,0.12820178105644386,0.06550752876456414,0.2320824602974751,0.11532278373391945,0.14164040249380005,0.11370562122944576,0.05607755942465115,0.18787167291845355,0.10316046078402138,0.016378380625330338,0.045816030154312244,0.07064781449124957,0.28497721347212096,0.14438296560027117,7.5
144,0.4190074092395339,0.25716748725606525,0.09465546061534928,0.08069689269198935,0.01897298914116712,0.363885010447991,0.25086892286185886,0.11333850949964955,0.13274168277740955,0.020874740510748488,0.38508839653510957,0.2600133270188929,0.10358307821325352,0.13367224678145703,0.015417437574702885,0.30190170578412545,0.23685785649734112,0.11930979944827826,0.22722743544049046,0.014309060656376115,0.336908404645348,0.23560466317666773,0.12420171004667495,0.17878366953374197,0.02382620155600349,0.2607572506475363,0.22137183842202385,0.17478523955751862,0.23297228970567202,0.04867845276271114,9.5
145,0.03235117780878215,0.031101953742580884,0.02797202398683583,0.1399703554076647,0.10930067446549037,0.10374161466025203,0.08762707742321531,0.051143260388239395,0.1426981323064127,0.10990896508949985,0.10033402665490279,0.09213756525600134,0.07670306214822505,0.18966984569775316,0.08731094137420256,0.07426363732161242,0.06597345021387122,0.042844449577308825,0.22074900602082573,0.20480530930346943,0.13542228406119483,0.10852266901681336,0.04432242659641537,0.1571967491968167,0.145408702255956,0.03199911928540018,0.03734553129239982,0.04345383219343496,0.25542964246791766,0.2182268852700832,5.4
146,0.09658870473762643,0.07181915759988514,0.07479763497731473,0.23790441759178135,0.10903467354428331,0.33303723268971047,0.24408864344610243,0.10273936024199451,0.1888859613999339,0.029994336215204052,0.32319544587478255,0.23517480937015522,0.10197844538371731,0.21725892118871026,0.027434828014095705,0.17684822253110866,0.19315017766254033,0.16045495140605492,0.35593886497945026,0.07473391347084254,0.3239960024666909,0.24025395470637312,0.11848124256087438,0.1742344869418174,0.03021264225057039,0.2883260475819237,0.2079526761394457,0.11254213497144902,0.2374719518363133,0.04605050934173932,10.5
147,0.27551939503563144,0.18655383294897607,0.04640535146879582,0.08775719834004363,0.054169660614956316,0.32469686474459775,0.20766930186547866,0.02733382113248658,0.038490290061600596,0.052246935237175565,0.2971601045347214,0.19478640281608733,0.06714653363456374,0.1013638089788268,0.06376304077665391,0.06727795867204615,0.05628963373021777,0.04110244693064294,0.17066516865557746,0.2698807452962298,0.19860214302840706,0.14607842243999958,0.04995111152078698,0.17705787060141093,0.13418469303821595,0.04296819822883564,0.09627102107119417,0.10273740949364756,0.3301221728027921,0.2109753691254829,6.9
148,0.18317188043138424,0.1362445615635088,0.04757174021954036,0.12908194231173312,0.10403935240708995,0.3671058653466659,0.2498738518192341,0.0957827526984027,0.1533777419151201,0.022617446037422335,0.391074727448163,0.2598583307607985,0.09729704930359426,0.12160089581352679,0.016568971152650512,0.2255447682023879,0.20465805187357533,0.1406471717429656,0.34170907510694815,0.033253067209311066,0.24137144095291285,0.20571069241119516,0.1415729349835347,0.25351407558738553,0.043355861899394485,0.13048278525413465,0.16643675022712265,0.17691920515355786,0.415185492175425,0.06716358959684121,9.2
149,0.1092789692847871,0.09521922191784789,0.059433636983343925,0.12174214388097598,0.057051152834600556,0.07584485098718555,0.07729732431908362,0.05498714749701772,0.14351405283409163,0.14395016841441674,0.16351514693461877,0.12445774298601317,0.04195509161710748,0.1361147175747427,0.1437368429717984,0.03247036850405678,0.049389922263217124,0.04912415848072567,0.19868339774955002,0.23777012188528263,0.0587594192685171,0.055992720496130154,0.0378359837838801,0.16773433310010044,0.17318321060493594,0.01643680611918718,0.041061712487029806,0.04314475629886657,0.19847374192828143,0.21390518250031776,7.3
150,0.13198789165067126,0.10146536625540174,0.062192853141461474,0.16632179527241328,0.09670169336000972,0.21991998611015234,0.17246977269170793,0.10253666763938052,0.3324844123252225,0.04975118453189262,0.2591141577380391,0.18324984191562677,0.10359023833628574,0.3048714244626374,0.04112123923356898,0.10803009785503295,0.12972495710949744,0.13314521827965017,0.5016007708117037,0.07945036896341251,0.20092656066084064,0.1871447511121076,0.1590332631686397,0.2953994937502593,0.053225341246782534,0.13675690079202651,0.16060780110286194,0.17390095618531226,0.41274353302291844,0.06131135192416516,9.4
151,0.21947740887744147,0.15065787304552877,0.04407891781949485,0.10643493119264762,0.05867378106476951,0.0706330761065889,0.06546784710309275,0.06404176551487639,0.17470820881020838,0.12056929606728717,0.09914926283879966,0.08723324309603055,0.07543710823417477,0.23752724105279066,0.13171408633671502,0.016227209398187187,0.027284780289590197,0.05403666713084192,0.29950146323799043,0.14230585504384374,0.03208002099089686,0.034325422844733146,0.038659565656207574,0.23015490865683783,0.16844790814780844,0.01209171446543102,0.019874115226051453,0.04055617969495833,0.282182150362736,0.17226315589707805,7.6
152,0.3964307918523044,0.236733838540526,0.01681465841789439,0.03841325784343545,0.03803939010495135,0.4177399118198732,0.27082391016299523,0.0784051551671113,0.09308715118338606,0.017334369711421438,0.367463285868254,0.23718592045935588,0.08559317050528077,0.16902917794640065,0.032956925008286904,0.20867460088390663,0.17363486662983182,0.1179291225669126,0.33060986541407433,0.10089763379117572,0.38600358715789024,0.2570275781847413,0.08601896372791118,0.12880576490168577,0.030198283974334487,0.3248254937517827,0.236411757622135,0.11948382070188865,0.16864981612129315,0.03719200499649532,9.1
153,0.16588411930795266,0.17361902427474232,0.11631304792480641,0.20525873580558318,0.05653016830419688,0.27733932459601507,0.24365050632685872,0.11712510957739135,0.18406009623801478,0.02217012354453817,0.2525072610245142,0.24188363647909625,0.1585761946901141,0.2546182902966926,0.015705484190411404,0.10894758290961755,0.18875590669786232,0.1846680775192649,0.42031975364307206,0.06257540756596133,0.1975316679592071,0.16092371143782505,0.1295301108169524,0.38567786281170335,0.05586401540415079,0.12426316505101137,0.12879406236023028,0.16878212241392973,0.45329312408627487,0.07477620716831129,7.6
154,0.14159428108682034,0.12462737706231093,0.12475240694610833,0.5173076931764928,0.05516868074001218,0.18526086929433014,0.17372335131556343,0.15176849993782843,0.35892877911803994,0.048667875724698544,0.16707531789848984,0.1655109874304365,0.15798125969646726,0.4191954862227556,0.04894090475567027,0.1336497506281344,0.1381704132822738,0.14104961370901825,0.48152898922263165,0.059377762925834646,0.14801630801114551,0.1559296158607439,0.15391416927110751,0.4429065531712718,0.051217681909761906,0.06967740734100708,0.1337247036464367,0.13915611609805187,0.5479585199825698,0.08650357803062464,9.5
155,0.1657369098126311,0.12779125908282626,0.08401478398052692,0.46227710351489876,0.10570491361511151,0.2093755614656126,0.16027145829574058,0.11280362487546584,0.3616267135727812,0.07379958636311482,0.20388056359769222,0.1548406312533807,0.1144651930200442,0.40796306334981214,0.06035910115516958,0.1437176332821375,0.14160238353144772,0.16503938793861667,0.41964617834233,0.09170003024535807,0.11533267596723336,0.11311720323753738,0.1412896897207504,0.5008080297801614,0.08809315524493994,0.09176073121762751,0.07036231349686507,0.13020120408102898,0.5628958551577493,0.11079773269681553,7.7
156,0.4696418639924915,0.2816419240938895,0.009693756308116183,0.019673182115446157,0.019078515176094955,0.4496376888558874,0.28267376785028453,0.03313434337384026,0.07650673769013687,0.029327076932838887,0.4317820719226557,0.2776983079575963,0.06470435459578698,0.07434880311505108,0.026649765500356654,0.4976956220818122,0.3132313185991984,0.018522147229864103,0.03209349108756891,0.00913481670471527,0.49862492230490424,0.2977809263823138,0.026380267532093583,0.032199216314536136,0.008737799537497874,0.5100978341245628,0.316119131762965,0.00927953020460064,0.023383648720977916,0.007780135969017575,9.9
157,0.23312530599073158,0.20215590282805648,0.12430957283763507,0.21362366237078065,0.033432296258197144,0.3493270431438962,0.26874889859396234,0.12206176005484112,0.12128207524638887,0.010631816199715692,0.4169067947113244,0.29748786754951817,0.08493798629084276,0.07899933987745236,0.004649751670512592,0.196030281371767,0.22245186174375792,0.1404731973748138,0.34266216044318276,0.04404184479110223,0.36434527805362615,0.275717703855318,0.08596494135373914,0.14201271502960822,0.023209359818696408,0.3892996007153292,0.2683885393868717,0.06423960828532842,0.15283210717690027,0.011700609645435622,7.9
158,0.11068076480257925,0.07399041200700507,0.06781594744980206,0.5780942402571378,0.11911622888284142,0.0835083552482706,0.10563057377431224,0.11930431333020401,0.35355672027688384,0.11276523773406932,0.13864107875367912,0.1479682882991534,0.15289518286369388,0.4236703289845689,0.06939093156496806,0.17522869108917308,0.16605261761494405,0.130639952860847,0.3512311024851069,0.1176762509885359,0.20389968091443894,0.17505965299035503,0.14696085738683975,0.30701010527892014,0.06491223230107025,0.17668235306161106,0.14387811542166745,0.12446878177492404,0.37837277231353167,0.1094725998814107,9.6
159,0.22593279836332636,0.19747971286786922,0.16491687934415566,0.16360788922836772,0.036515335680157086,0.28444572691089093,0.24742485017300905,0.19368022953298963,0.15514124545580996,0.009615430917817008,0.26870698128124093,0.24434478982291188,0.20791031977681937,0.19406748389153933,0.00756862944237633,0.19986334610801781,0.2019766404020913,0.13999307890148163,0.3829890406758984,0.026688735472091985,0.21200780688791815,0.21821197123464814,0.1625997772825365,0.31487238346559193,0.03049123146554632,0.10854094593630952,0.15921379843754216,0.1638246715288335,0.49963840127802295,0.03567709632591388,5.1
160,0.13402613202164324,0.09513296463697156,0.07622689725789537,0.5017607180951336,0.13632276838240662,0.2388346745668728,0.15714560932959412,0.07998902923646878,0.17680089692400142,0.0695766431143299,0.32106174679330934,0.2119976075773674,0.0968714850250707,0.22312843024778573,0.035388142658495776,0.2298646122280104,0.14924486165276496,0.08041567427195563,0.39472682662398273,0.07574571377203583,0.2733000308912067,0.20035193444391303,0.11857328296362404,0.23753051719101767,0.0495105145924621,0.16537843386848855,0.14846722356172862,0.11775077296509406,0.43036413784018696,0.07892236026349886,9.7
161,0.12380703023834864,0.18227241576458508,0.17195937560204133,0.27805206968115925,0.03882321921267409,0.16985300498208988,0.23119372445007516,0.21021040309448077,0.2917886740608223,0.015433295061959017,0.17551952150698985,0.25194601492313434,0.20390392350591335,0.3222815523744299,0.00750496791731676,0.21436351108327678,0.2307087306693661,0.14921175075521287,0.30588084770310164,0.0312561703556805,0.11681695660241473,0.2093347019458538,0.21692944995528762,0.40677692931789655,0.017404094776793878,0.052119914842042835,0.19120834553128646,0.24239158751625756,0.46972190599700353,0.03282761216344248,7.9
162,0.04518459924220767,0.04295277417792901,0.041153034298162715,0.5824964525467448,0.1365397025047885,0.13728065917232948,0.1075219095881417,0.06231053144562952,0.2688376166344562,0.10933366313313182,0.24359123457593906,0.17688986689187486,0.09567881678094534,0.26118897505798366,0.05569414076626255,0.2277329768626386,0.2015677739751996,0.12937563621990816,0.35404686262185414,0.028153543596534027,0.20901341461861925,0.2103434803313438,0.15659253292668907,0.31537757520320764,0.0267663415814501,0.1988499211181824,0.18450349962958193,0.13157831001931344,0.37271504628187074,0.05200657710716841,9.8
163,0.26527124955211806,0.1886837661154045,0.07205572245918442,0.12049735540569699,0.054830316612959305,0.361889913014288,0.23791630241149644,0.07638602109149095,0.11203509080684823,0.023949014692261544,0.3992645240238913,0.2655450486806687,0.09101955196445288,0.1267224173024531,0.008491539163885262,0.12559189194808135,0.13771707264671185,0.16627410712473123,0.44907703003228144,0.07102665439539423,0.20722519964948072,0.1769270878096288,0.16004468071860842,0.3262568163908739,0.044943712916903675,0.142084641842895,0.1604143023002085,0.1727439643283436,0.40946662000916145,0.057330513221042795,7.5
164,0.06596961547929994,0.057150760656990075,0.05986529470030063,0.45693701417947236,0.13858424872829103,0.20130445375221892,0.1370646412303862,0.05935048841010564,0.20833570534793416,0.07119100298625397,0.29796552468096993,0.19195932866559567,0.08068717064986726,0.22906544113730187,0.030756559021012254,0.22709946630798877,0.18403132195454158,0.08540576848539293,0.425512514675204,0.018389850848871174,0.18105261285527313,0.20735668099415153,0.16078166569832994,0.36475262457054,0.023295378944273692,0.08855157441804352,0.1549786777862319,0.19291318162593896,0.5171795087794145,0.024695735408485086,9.5
165,0.16134197851681656,0.15167705387901712,0.12067483172520678,0.3897227260865595,0.06315696241628597,0.1407645652701241,0.1368683785607334,0.09394771094190935,0.34919128452748305,0.08100264925712726,0.1669945750481774,0.1500142074433419,0.10353778512154592,0.47302894364672377,0.059357272136313116,0.18967359670481207,0.18679172239755623,0.11282919639545556,0.3872311193758752,0.07313014715932471,0.18886252246121932,0.14608466376752777,0.08662792455695359,0.4440060205101382,0.07722320139176733,0.12510289555042892,0.11296437022295286,0.10573869723299745,0.5144677296141144,0.10742751627404623,7.8
166,0.09881540003339644,0.09152629022270625,0.07278564544541098,0.39112323813406874,0.14171051639690554,0.15264734711835054,0.13910841150057687,0.07993719370981978,0.2367185718009402,0.0813265020811495,0.24421548542130256,0.2035772118595729,0.10347865048497029,0.23531002438554666,0.041318513003841595,0.14931196961978394,0.17957656487348744,0.16582174175557807,0.42241632791275235,0.038886809391061344,0.20450473074904787,0.17701622252136515,0.13597133203127995,0.37444028423034503,0.03351343406552711,0.20781727055129395,0.19478358431178455,0.13080002618867756,0.3672430068841771,0.03988215438297966,9.5
167,0.17558951669934195,0.1373373630235313,0.07879616579957884,0.4163581744596656,0.05962125590799102,0.18896762205125892,0.16561432621764288,0.1323281235434884,0.24927573258161137,0.06313175851452434,0.26928348932356694,0.2145153517182844,0.15662225451397527,0.2459372510086673,0.03920261885003774,0.16064782876381667,0.1756299830983309,0.17475539085929678,0.35461316174206603,0.07587735756278084,0.23172688854106357,0.1875559510280936,0.10901919690133419,0.3300734212117692,0.0701860882108458,0.20501210246645135,0.16260276185905714,0.06748008258306931,0.4082856973521292,0.09689098429824289,7.7
168,0.05681594461068858,0.05447800271727987,0.05922425248083244,0.55357960302151,0.1142376979893186,0.1725764244177702,0.12535517762894802,0.06803015838787281,0.2560027302711919,0.07874632486195007,0.28329923380847405,0.19409579844455083,0.09999564592387428,0.23551497767156648,0.04388050402425631,0.08334811921372945,0.1369957606318298,0.15031232046835635,0.5588249465566792,0.04921186884135212,0.18148455176323805,0.15496359499764298,0.13130211140704234,0.4442182286722146,0.03642112260980217,0.12550444125976823,0.1214171392198118,0.122157389939269,0.5523440931216479,0.04784999147485433,9.8
169,0.24858030472492873,0.18356254309452727,0.1117015003643654,0.17688153927590022,0.10629405267293739,0.23265688589074007,0.1948017008900776,0.1268721035194423,0.16691266282725398,0.06508568115287511,0.2661125440022652,0.22107112926353178,0.13158778236236426,0.2505868741837219,0.049742104189295484,0.1545817820157002,0.16230698228659585,0.13421549340483663,0.439781060955572,0.06432280313849692,0.1423368828082368,0.1686162614463724,0.1697565241827994,0.4216491795303445,0.04194655746523306,0.05648318383302398,0.11409175322155343,0.13402983655474915,0.6019267822768795,0.0655365464508859,7.4
170,0.10956948946510163,0.09414190399038064,0.07197699396303069,0.4320625692996199,0.11265130882770945,0.12629542178665693,0.12443617712018613,0.0845564636702449,0.2776203193247667,0.08779073675875185,0.18770060249896758,0.18080119194899225,0.14107793187133255,0.2938512390691603,0.04946454032467073,0.07796052319323096,0.1488366102279895,0.19027196213961906,0.4943216316206104,0.07171739470087021,0.23576111395252486,0.19669579293454248,0.13269127473373635,0.3182671697773799,0.04429347223727317,0.1323412024936504,0.1566672793667256,0.150093938157145,0.4326556062348405,0.08956240505457412,10.4
171,0.2547219522663327,0.17933675390091128,0.06286084082023728,0.22559810668183714,0.10658995927656999,0.24833486931414844,0.19021266927153427,0.08225561472655299,0.2278453368886999,0.06809690804137583,0.3068341216495624,0.2243368682848857,0.08717029024172214,0.24713403496779174,0.04485761301095484,0.18074952119732965,0.1788150141307332,0.1577681951849022,0.3426533570340206,0.07474205494583393,0.2101273256072033,0.17931550489919346,0.13241410805933745,0.3481698523990907,0.05741981440627704,0.14987088906962598,0.1582832481114812,0.15302392712918475,0.4014445588190053,0.07343661362997964,7.3
172,0.09138582539352463,0.08259044725930541,0.0677210576007925,0.4418149209830056,0.12363770410216297,0.131309925536565,0.11819701817930324,0.09084855075608496,0.25300563210422344,0.09086819526704881,0.169424035196391,0.16195490699259835,0.1393507123761351,0.29905187504621494,0.05415215517739937,0.1499221743685525,0.1791758520976347,0.1669018544402445,0.42759135773698215,0.03753944545060484,0.17765358666103379,0.18483586011367442,0.15349078113506356,0.3713492797982448,0.038938380523236886,0.11694527334023644,0.11355135258453238,0.13263531650375993,0.5412273745150019,0.052961767183205596,9.7
173,0.19514071969818156,0.13616623388274995,0.08482633968069819,0.34569223149693623,0.08832762373167598,0.20209941775505488,0.15044625614988974,0.10543377590489633,0.294963886614949,0.05939832829803889,0.2910444710169184,0.19285310214173557,0.11548583756018188,0.2929436530340267,0.03157840398572064,0.13660751021405537,0.15325333443445888,0.1473230450019957,0.4479408713417136,0.07746339143618489,0.16615858534744873,0.1522097091163293,0.1260231891494789,0.43227627382707157,0.07371341002918727,0.07479220181928312,0.15222462172727724,0.17562774984995796,0.4699966441018433,0.10708048825836126,6.6
174,0.0766194837361059,0.05953560610813661,0.02330164522468543,0.09322601569780777,0.07408322803093394,0.13906379488340398,0.10969655623622757,0.07101196318333876,0.15895205933887707,0.09299809700858112,0.2139439697362829,0.15462882136796408,0.06991070582568268,0.15069878217189492,0.07640413218176992,0.08595742987325541,0.0732411586129964,0.04897021721431105,0.2372387909105666,0.20402476123629915,0.09428544931453506,0.07575100688944307,0.046377351376966316,0.21116323351121163,0.15493054195103928,0.04822894156487972,0.05246254961572583,0.04736423011635285,0.272515260367306,0.18589095168552977,9.5
175,0.4135066810236494,0.27061901015335715,0.03780063072247358,0.10408490135675817,0.02349740393670427,0.19646169998370114,0.17380064517508295,0.10666559574115131,0.2864550951550977,0.05253652815108399,0.20241590484401986,0.18011266519783764,0.13498280727745338,0.3835132434635081,0.03931934185595638,0.1373581224911326,0.17996241905411597,0.15705865688771503,0.43160446202705954,0.0536522734038589,0.25353372195654755,0.20499460072387948,0.11940594656429755,0.3019897271060987,0.04532374064830229,0.12706742259999862,0.1490556190624254,0.1186600312385884,0.46761885094652145,0.09838255214095572,7.2
176,0.08318861284206491,0.09986826204334466,0.10142759069681544,0.5314793186820782,0.14227816383758343,0.3157999297549213,0.22409630902876643,0.07612586475366181,0.23433953884259506,0.042338658068348155,0.27447222265252474,0.2016558793814204,0.0858524228861447,0.30180298456127114,0.06155145288129271,0.17396242411475712,0.18486611534071062,0.14787336439906484,0.36811707267030486,0.07524139733002384,0.14037071463541778,0.14104462563265513,0.14726352803240975,0.44576708270057336,0.07369268063770944,0.09766110521484106,0.13477300709260598,0.1696174357856502,0.4929483154315369,0.0667103125285384,10.6
