,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,score
0,0.033675195,0.01945591,0.038052564,0.06955528,0.05610371,0.0644331,0.07432174,0.06560326,0.08335114,0.08168506,0.09170627,0.09600926,0.09918022000000001,0.09761238,0.0924387,0.10972786000000001,0.09218884,0.06783486,0.08224106,0.09875584,0
1,0.016895289999999997,0.029455179999999997,0.026883120000000003,0.00654793,0.019759179999999998,0.03210258,0.018485059999999998,0.04041958,0.0445919,0.029225354000000002,0.03281307,0.053916929999999995,0.055241584,0.04906082,0.061820029,0.047512055,0.020397184,0.0354881261,0.00695133,-0.010943411,1
2,0.055608751,0.045128821,0.02432918,0.027847289999999997,0.0098094935,1.334999999999878e-05,0.015173915,-0.0007610299999999993,0.023927689999999995,0.006952286,0.030063626599999997,0.045285225,0.023636819,0.024345399,0.03795338,0.03057575,0.04755974,0.0240077979,0.02272892,0.00293827,1
3,-0.05466462,-0.04796314,-0.017971034099999998,-0.012809756,0.01203823,0.037012100000000006,0.032847408,0.02050686,0.03118229,0.013816834,-0.018806462,-0.009743690999999999,0.015464784,-0.0025577550000000005,0.021629330999999998,0.04357338,0.027177809000000004,0.049709319,0.080362315,0.06210041,0
4,0.008343699999999996,0.013726229999999999,0.008923529999999999,0.034803390000000003,0.06098461,0.06154251,0.0772276,0.06106567,0.05254173,0.027391434,0.017093657,0.0023698799999999996,-0.001070022,0.0013837799999999994,-0.00731182,-0.017014502,-0.016201979999999998,-0.0036153790000000006,-0.005070686,-0.009794235,1
5,-0.10259056,-0.08364200999999999,-0.08961391,-0.08287907,-0.07507420000000001,-0.044676785,-0.03554344,-0.028787620000000003,-0.025013929999999997,-0.02759457,-0.01995373,-0.007524490000000002,0.005952829999999999,-0.02363491,-0.016594880000000003,-0.031793594,-0.052069660000000004,-0.05971337,-0.08156775999999999,-0.07444191,0
6,-0.0005483599999999995,0.012990953000000001,0.01415348,0.010371204,0.014471055,0.0044241,0.006186480000000001,0.030065535,0.026995655,0.016134265,0.0132331897,0.0184812554,0.02542209303,0.013162613,0.004817009,0.01866722213,0.0166826221,0.0016050330000000005,0.006124496,0.006278038,1
7,0.019209866,0.04051304,0.024884221999999998,0.009206771999999998,0.024753568,0.022558208,0.016839981999999996,0.023234369,0.023557659,0.028016091,0.0210313819,0.026173593,0.010265355,0.00174236,0.025529863,0.0058879856,-0.004058838300000001,0.006241798,-0.0011262890000000008,-0.005620003,1
8,0.007823941,0.016043661,0.0027303690000000003,-0.012172698999999999,-0.0051765499999999985,0.0059576030000000006,-0.008274080999999999,-0.014842030000000003,-0.013224602000000002,-0.0009775200000000008,-0.004034038,-0.011522294999999998,-0.007473948,-0.0012140270000000003,-0.007394792,-0.010993006,-0.005980491839999999,0.004464149,-0.01108551,-0.016510006,1
9,-0.077242855,-0.058265688,-0.057275768000000005,-0.027565003999999997,-0.021922115,0.007698059,0.0015401809999999998,0.009770398,0.0019035300000000005,-0.0121879563,-0.015317918,-0.015298841,-0.024527548000000003,-0.025021549000000004,-0.006762509999999998,-0.008946421999999999,-0.024079325,-0.007558818000000001,-0.016165732000000002,-0.014573097,1
