,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,score
0,-0.06241608,-0.05231476,-0.05213165,-0.03708649,-0.02758789,-0.02182007,-0.0197525,-0.01603699,-0.00944519,-0.01249695,-0.01081085,-0.01277161,-0.008956909,-0.01509857,-0.02281952,-0.007453918,-0.01558685,-0.01364899,-0.02172089,-0.02270508,-0.01009369,-0.006813049,0.001846313,0.002128601,0.008125305,0.001838684,0.005096436,0.01521301,0.03205872,0.01754761,0.03025818,0.03137207,0.02841187,0.0424881,0.04125214,0.03696442,0.04016113,0.04560852,0.0456543,0.03975677,0.05202484,0.03705597,0.04272461,0.03587341,0.02787781,0.04720306,0.04650116,0.03885651,0.03739166,0.05342102,0
1,0.02231598,-0.02485657,-0.0474472,-0.05563354,-0.06145477,-0.05815887,-0.05023193,-0.05695343,-0.05247498,-0.04773712,-0.03755188,-0.03418732,-0.04321289,-0.03646851,-0.02719116,-0.01853943,-0.02513885,-0.02203369,-0.005409241,-0.0078125,0.00138855,0.007133484,0.01831055,0.03144073,0.02561951,0.02494049,0.01074219,0.01145935,-0.0016632079999999998,-0.008628845,-0.01441193,-0.01681519,-0.03038788,-0.03839874,-0.02333832,-0.03017426,-0.01454926,-0.01356506,-0.0117569,0.006256104,0.00843811,0.01506042,0.009277344,0.0138092,0.007949829,0.005737305,0.003601074,0.00017547610000000002,-0.00692749,-0.0008697510000000001,1
2,-0.09148407,-0.08704376,-0.08457184,-0.07585907,-0.07589722,-0.05574799,-0.05257416,-0.05057526,-0.04510498,-0.0404129,-0.02820587,-0.0225296,-0.01251221,-0.01230621,-0.01794434,-0.01244354,-0.00945282,-0.01794434,-0.008453369,-0.01343536,-0.01816559,-0.02463531,-0.01676941,-0.02651215,-0.02951813,-0.02255249,-0.01753998,-0.02069855,-0.01311493,0.003623962,0.001121521,0.008430481,0.0109024,0.01507568,0.0009384155,0.01122284,0.002326965,-0.01197052,-0.01106262,-0.002426147,-0.0005874634,-0.004219055,-0.003387451,-0.002639771,0.0052948,0.01525879,0.01429749,0.0004043579,0.01625824,0.0063095090000000005,1
3,-0.01506805,-0.02774811,-0.009002686,-0.02513123,-0.01124573,-0.03396606,-0.03779602,-0.05315399,-0.06585693,-0.07585144,-0.07219696,-0.07627869,-0.08553314,-0.06716156,-0.06035614,-0.05511475,-0.05556488,-0.05258179,-0.05278778,-0.03829956,-0.03800201,-0.02898407,-0.01927185,-0.02731323,-0.01049805,-0.006576538000000001,-0.007530212,-0.002128601,-0.008705139,-0.01713562,-0.02085114,-0.02265167,-0.01770782,-0.01540375,-0.02788544,-0.01519775,-0.009933472,-0.002388,-0.01885986,-0.006607056,-0.01126862,-0.007247925,0.005111694,0.002212524,-0.006065369,0.00151825,-0.005653381,0.006187439,-0.002334595,-0.01502991,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972961,0.03129578,0.053207400000000016,0.06606293,0.07434845,0.0846405,0.08432007,0.07955933,0.07791901,0.05888367,0.04310608,0.03452301,0.01454163,-0.01377869,-0.02781677,-0.02883911,-0.03971863,-0.0365448,-0.03094482,-0.02191162,-0.0111084,0.01239014,0.02390289,0.03601837,0.03453064,0.02203369,0.01394653,-0.004241943,-0.01023102,-0.02314758,-0.02506256,-0.02953339,-0.006195068000000001,0.003105164,-0.002693176,1
5,0.0,0.0,-0.04315186,-0.01526642,0.01184845,0.05013275,0.0777359,0.08057404,0.08412933,0.07476044,0.05957794,0.03816986,0.02468109,-0.0002288818,-0.03043365,-0.04317474,-0.04499054,-0.04341888,-0.03546143,-0.03240204,-0.008255005,-0.004798889000000001,-0.003173828,-0.01926422,-0.02555847,-0.04349518,-0.04509735,-0.05270386,-0.05807495,-0.05349731,-0.04941559,-0.04601288,-0.02476501,-0.01883698,-0.02294159,-0.003845215,0.01171112,0.02011108,0.01823425,0.02630615,0.02620697,0.02377319,0.02529907,0.01634979,0.01618958,0.006225586,-0.00819397,-0.01376343,-0.02552032,-0.01151276,0
6,-0.002502441,-0.004585266,-0.004577637,-0.01060486,-0.01237488,-0.009490967,-0.01174927,-0.02931976,-0.02360535,-0.02321625,-0.01983643,-0.02177429,-0.02024078,-0.02159119,-0.02429199,-0.02442932,-0.01789856,-0.02162933,-0.02614594,-0.02180481,-0.0219574,-0.0267334,-0.03009033,-0.02124786,-0.02248383,-0.02796936,-0.02884674,-0.02379608,-0.02095032,-0.01833344,-0.01268005,-0.008979797,-0.016326900000000002,-0.009628296,-0.004600525,-0.01657867,-0.01543427,0.003089905,0.003585815,0.003334045,0.0003814697,-0.0008239746000000001,-3.814697e-05,-0.004447937,-0.004814148,9.918213e-05,-0.0006561278999999999,-0.00567627,-0.002067566,0.002586365,1
7,-0.009033203,0.00227356,-0.003662109,-0.01475525,0.0002593994,0.008735656999999999,0.003242493,-0.004600525,0.0158844,0.01849365,0.01123047,0.01428223,0.02109528,0.0116806,0.01309967,0.01181793,0.01447296,0.01489258,0.005271911999999999,0.01374054,0.01263428,0.006385803000000001,0.01124573,0.01642609,0.01098633,0.0008544922000000001,0.01921844,0.01612854,0.01561737,0.003662109,0.004707336,0.02358246,0.0072860719999999985,0.006790160999999999,0.01685333,0.004180908,-0.004188538,0.0032882690000000003,0.008071899,0.002258301,0.0009841919,0.009292603,-0.003845215,-0.0109787,0.003746033,-0.0008773803999999999,-0.0042648320000000005,0.004875183,0.003463745,-0.0040740970000000005,1
8,-0.04047394,-0.04478455,-0.03368378,-0.03411865,-0.0375824,-0.04047394,-0.0361557,-0.02800751,-0.02850342,-0.03782654,-0.0298233,-0.02510834,-0.02597809,-0.02136993,-0.01644897,-0.01013947,-0.013107299999999995,-0.01517487,-0.01402283,-0.008712769,-0.01264954,-0.008598328,0.005157470999999999,0.003005981,-0.0004043579,0.006286621,0.01230621,0.01309204,0.007743835,0.008239746,0.01129913,0.01269531,0.006347656,0.001876831,0.01194763,0.01561737,0.005432129,0.0050354,0.009605408,0.01371002,0.009803772,0.007369995,0.006149292,0.003318787,0.004440308,0.003982544,6.103516e-05,-0.005119324000000001,-0.002288818,-0.004463196,1
9,0.002326965,0.01451111,0.02454376,0.02550507,0.03631592,0.03009796,0.02813721,0.02523804,0.01064301,0.02029419,0.006988525,0.00667572,0.004127502,-0.01483917,-0.00138855,-0.01921844,-0.02288818,-0.02169037,-0.02737427,-0.02859497,-0.03633881,-0.05679321,-0.04841614,-0.05446625,-0.05731201,-0.04898071,-0.0357666,-0.03868103,-0.026916500000000003,-0.01676178,-0.001579285,-0.002418518,0.003379822,0.006347656,0.005104065,0.0059432980000000005,0.01054382,0.01139832,0.01839447,0.0009613037,0.009048462,0.004295349,-0.008094788,-0.008827209,-0.01946259,-0.01755524,-0.02888489,-0.01342773,-0.01964569,-0.009399414,1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008049011,0.01217651,0.02754974,0.03270721,0.04772949,0.05381012,0.06692505,0.07749176,0.08905792,0.08671569999999999,0.08668518,0.08174896,0.08057404,0.07390594,0.08114624,0.08152008,0.07707214,0.06269836,0.06832123,0.05995178,0.05278015,0.05345917,0.0487442,0.04419708,0.03735352,0.04804993,0.03549957,0.03692627,0.05069733,0.04698181,0.06182098,0.06092834,0.05645752,0.05891418,0.05780029,0
11,0.0,0.0,0.0,0.0,0.0,0.17157750000000002,0.16400910000000002,0.150589,0.14709470000000002,0.1518784,0.1502228,0.1337509,0.1335297,0.1330566,0.1142654,0.1020737,0.1020279,0.08347321,0.0761795,0.06861115,0.06934357,0.06565094,0.07250214,0.06472015,0.06131744,0.07344818,0.08095551,0.06786346,0.07748413,0.08042145,0.06507111,0.07431030000000001,0.06916046,0.07199860000000001,0.06671143,0.06809998,0.0617981,0.06523132,0.05763245,0.04957581,0.03109741,0.02559662,0.01845551,0.0187912,0.01140594,-0.0032882690000000003,0.003875732,0.006568909,0.004005432,-0.004066467,1
