,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
215,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,1,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0
218,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,3,0,0,0,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0
220,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,2,11,0,0,0,1,6,0,0,0,0,0,0,0
227,0,2,0,3,6,2,2,3,0,0,2,1,0,0,0,0,0,0,0,0
228,0,3,0,0,2,0,1,2,2,0,0,3,2,0,0,0,0,0,0,0
229,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,1,1,0,2
233,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,2,0,0,1,1
234,8,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,6,8,3,0,3,0,2,1,0,4,2,0,0,0,0,0,0,0,0
236,8,3,2,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
237,0,6,10,7,3,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,4,5,1,3,2,0,0,0,2,0,0,0,0,0,0,0,0
240,4,5,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
241,6,3,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
242,2,1,0,1,1,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0
243,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,12,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
246,2,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,7,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
249,7,6,0,1,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
250,11,1,0,0,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
251,2,2,1,1,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
252,2,2,0,2,2,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0
253,6,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
254,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0
255,7,3,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
256,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,1,5,0,0,2,9,1,0,0,0,0,0,0,0
259,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,5,3,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,3,16,2,0,0,0,0,0,0,0
262,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0
263,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
264,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,1,0,9,5,0,0,0,1,0,0,0,0,0,0,0,0
269,0,0,0,1,0,0,5,2,0,0,3,3,0,0,0,0,0,0,0,0
